Gene_ID	TSS_ID	Distance_P_Value	CnD_P_Value	Closest_Locus	Closest_TSS
AADACL2	ENST00000356517	0.0341	0.0341	T	T
AADACL2	ENST00000356517	0.2407	0.2407	F	T
AAGAB	ENST00000560362	0.04468	0.04468	T	T
AASS	ENST00000417368	0.1241	0.1241	T	T
ABCA4	ENST00000370225	0.03167	0.03167	T	T
ABCA5	ENST00000592568	0.003378	0.003378	T	T
ABCA9	ENST00000495634	0.06368	0.06368	T	T
ABCC12	ENST00000311303	0.1199	0.1199	T	T
ABCG1	ENST00000398437	0.03793	0.03793	T	T
ABI1	ENST00000376140	0.1098	0.1098	T	T
ABT1	ENST00000274849	0.03999	0.03999	T	T
ACP3	ENST00000507647	0.02236	0.02236	T	T
ACSM6	ENST00000394005	0.01225	0.01225	T	T
ACTL7B	ENST00000374667	0.8356	0.8356	T	T
ACTL7B	ENST00000374667	0.8717	0.8717	F	T
ACTR10	ENST00000254286	0.03729	0.03729	T	T
ACTR3	ENST00000263238	0.04766	0.04766	T	T
ACVR2A	ENST00000241416	0.09254	0.09254	T	T
ADAM18	ENST00000265707	0.09145	0.09145	T	T
ADAM19	ENST00000257527	0.03541	0.03541	T	T
ADAM2	ENST00000347580	0.1105	0.1105	T	T
ADAM23	ENST00000444281	0.113	0.113	T	T
ADAM28	ENST00000265769	0.311	0.311	T	T
ADAM29	ENST00000514159	0.6469	0.6469	F	T
ADAMTS12	ENST00000352040	0.2454	0.2454	T	T
ADAMTS18	ENST00000562332	0.03249	0.03249	T	T
ADAMTS20	ENST00000549670	0.247	0.247	T	T
ADAMTS3	ENST00000622135	0.1938	0.1938	T	T
ADAMTS3	ENST00000286657	0.3088	0.3088	F	T
ADAMTS5	ENST00000284987	0.1178	0.1178	T	T
ADAMTS9	ENST00000481060	0.03429	0.03429	T	T
ADAMTS9	ENST00000498707	0.3393	0.3393	F	T
ADAMTSL1	ENST00000636209	0.2114	0.2114	T	T
ADAMTSL1	ENST00000636209	0.2604	0.2604	F	T
ADCY2	ENST00000338316	0.2928	0.2928	T	T
ADCY5	ENST00000466617	0.1694	0.1694	T	T
ADD3	ENST00000360162	0.00923	0.00923	T	T
ADGRA3	ENST00000508133	0.3756	0.3756	T	T
ADGRB3	ENST00000238918	0.1528	0.1528	T	T
ADGRF2	ENST00000507065	0.1088	0.1088	T	T
ADGRL2	ENST00000370721	0.5471	0.5471	T	T
ADGRL2	ENST00000370723	0.5471	0.5471	T	T
ADGRL2	ENST00000370725	0.5471	0.5471	T	T
ADGRL2	ENST00000370727	0.5471	0.5471	T	T
ADGRL2	ENST00000370728	0.5471	0.5471	T	T
ADGRL2	ENST00000370730	0.5471	0.5471	T	T
