Gene_ID	TSS_ID	Distance_P_Value	CnD_P_Value	Closest_Locus	Closest_TSS
A2ML1	ENST00000299698	0.0606	0.0606	T	T
AACS	ENST00000316519	0.2046	0.2046	T	T
AADACL2	ENST00000356517	0.05796	0.05796	T	T
AADACL2	ENST00000356517	0.224	0.224	F	T
AADACL3	ENST00000359318	0.002755	0.002755	T	T
AADACL4	ENST00000376221	0.04014	0.04014	T	T
AADACL4	ENST00000376221	0.06328	0.06328	F	T
AADAT	ENST00000502392	0.1932	0.1932	T	T
AADAT	ENST00000502392	0.1975	0.1975	F	T
AADAT	ENST00000502392	0.916	0.916	F	T
AAK1	ENST00000409085	0.06875	0.06875	T	T
AASDHPPT	ENST00000278618	0.00408	0.00408	T	T
AASS	ENST00000417368	0.1233	0.1233	T	T
AATK	ENST00000650574	0.01246	0.01246	T	T
ABCA10	ENST00000269081	0.04611	0.04611	T	T
ABCA5	ENST00000592568	0.002646	0.002646	T	T
ABCA8	ENST00000585531	0.1247	0.1247	T	T
ABCA9	ENST00000495634	0.06297	0.06297	T	T
ABCB10	ENST00000344517	0.01057	0.01057	T	T
ABCB5	ENST00000404938	0.04985	0.04985	T	T
ABCB9	ENST00000541424	0.006035	0.006035	T	T
ABCC4	ENST00000646439	0.2854	0.2854	F	T
ABCD3	ENST00000370214	0.03261	0.03261	T	T
ABCD3	ENST00000315713	0.05444	0.05444	F	T
ABHD2	ENST00000352732	0.001548	0.001548	T	T
ABHD2	ENST00000352732	0.006039	0.006039	F	T
ABHD2	ENST00000569411	0.01158	0.01158	F	T
ABHD3	ENST00000580477	0.0108	0.0108	T	T
ABI3BP	ENST00000528490	0.004515	0.004515	T	T
ABI3BP	ENST00000495063	0.01568	0.01568	T	T
ABI3BP	ENST00000497395	0.03143	0.03143	T	T
ABI3BP	ENST00000495063	0.03802	0.03802	F	T
ABI3BP	ENST00000284322	0.07641	0.07641	F	T
ABI3BP	ENST00000471714	0.07641	0.07641	F	T
ABL1	ENST00000393293	0.007687	0.007687	T	T
ABLIM1	ENST00000651023	0.01748	0.01748	T	T
ABLIM2	ENST00000510277	0.05028	0.05028	T	T
ABRA	ENST00000311955	0.0423	0.0423	T	T
ACACA	ENST00000618053	0.1009	0.1009	T	T
ACADM	ENST00000541113	0.02207	0.02207	T	T
ACADM	ENST00000541113	0.1096	0.1096	F	T
ACADS	ENST00000411593	0.009512	0.009512	T	T
ACADS	ENST00000411593	0.05927	0.05927	F	T
ACAT1	ENST00000265838	0.05419	0.05419	T	T
ACBD3	ENST00000366812	0.08139	0.08139	T	T
ACBD7	ENST00000356189	0.02927	0.02927	T	T
ACER2	ENST00000340967	0.1916	0.1916	T	T
ACER2	ENST00000340967	0.2969	0.2969	F	T
ACIN1	ENST00000357481	0.008392	0.008392	T	T
ACIN1	ENST00000555566	0.008765	0.008765	F	T
ACKR3	ENST00000272928	0.2569	0.2569	T	T
ACMSD	ENST00000356140	0.02481	0.02481	T	T
ACO1	ENST00000541043	0.4383	0.4383	T	T
ACOT11	ENST00000343744	0.06011	0.06011	T	T
ACOT11	ENST00000371316	0.06011	0.06011	T	T
ACOT4	ENST00000326303	0.001194	0.001194	T	T
ACOX2	ENST00000474098	0.03059	0.03059	T	T
ACOXL	ENST00000433706	0.01686	0.01686	T	T
ACP3	ENST00000507647	0.02264	0.02264	T	T
