Gene_ID	TSS_ID	Distance_P_Value	CnD_P_Value	Closest_Locus	Closest_TSS
A1BG	ENST00000600966	0.02123	0.02123	T	T
A1BG	ENST00000600966	0.02302	0.02302	F	T
A2ML1	ENST00000299698	0.0597	0.0597	T	T
A4GALT	ENST00000642412	0.1088	0.1088	F	T
AADACL2	ENST00000356517	0.03407	0.03407	T	T
AADACL2	ENST00000356517	0.2244	0.2244	F	T
AADACL2	ENST00000356517	0.2408	0.2408	F	T
AADACL2	ENST00000356517	0.25	0.25	F	T
AADACL3	ENST00000359318	0.002712	0.002712	T	T
AADACL4	ENST00000376221	0.03995	0.03995	T	T
AADAT	ENST00000502392	0.3199	0.3199	F	T
AADAT	ENST00000502392	0.3276	0.3276	F	T
AADAT	ENST00000502392	0.3534	0.3534	F	T
AADAT	ENST00000502392	0.9168	0.9168	F	T
AAGAB	ENST00000560362	0.002663	0.002663	T	T
AAGAB	ENST00000560362	0.03731	0.03731	F	T
AAGAB	ENST00000560362	0.0444	0.0444	F	T
AAK1	ENST00000409085	0.03816	0.03816	T	T
AAK1	ENST00000409085	0.06884	0.06884	F	T
AAK1	ENST00000606389	0.1338	0.1338	T	T
AAK1	ENST00000623317	0.1338	0.1338	T	T
AASDH	ENST00000513376	0.06231	0.06231	T	T
AASDHPPT	ENST00000278618	0.5126	0.5126	T	T
AASDHPPT	ENST00000278618	0.7758	0.7758	F	T
AASDHPPT	ENST00000278618	0.7774	0.7774	F	T
AASS	ENST00000393376	0.1013	0.1013	T	T
AATF	ENST00000616434	0.06962	0.06962	T	T
ABCA12	ENST00000389661	0.2005	0.2005	T	T
ABCA13	ENST00000435803	0.02749	0.02749	T	T
ABCA4	ENST00000370225	0.01846	0.01846	T	T
ABCA4	ENST00000370225	0.03174	0.03174	F	T
ABCA4	ENST00000370225	0.04744	0.04744	F	T
ABCA5	ENST00000592568	0.002684	0.002684	T	T
ABCA5	ENST00000588665	0.03236	0.03236	F	T
ABCA8	ENST00000585531	0.1452	0.1452	T	T
ABCA9	ENST00000495634	0.06367	0.06367	T	T
ABCB5	ENST00000258738	0.1178	0.1178	T	T
ABCB9	ENST00000545373	0.01021	0.01021	T	T
ABCC12	ENST00000311303	0.1197	0.1197	T	T
ABCC12	ENST00000311303	0.1235	0.1235	F	T
ABCC4	ENST00000645237	0.05752	0.05752	T	T
ABCC4	ENST00000646439	0.2857	0.2857	F	T
ABCC4	ENST00000646439	0.4309	0.4309	F	T
ABCC5	ENST00000437341	0.127	0.127	T	T
ABCC6	ENST00000640696	0.14	0.14	T	T
ABCD2	ENST00000308666	0.128	0.128	T	T
ABCD2	ENST00000308666	0.1748	0.1748	F	T
ABCD3	ENST00000370214	0.03266	0.03266	T	T
ABCF1	ENST00000326195	0.02287	0.02287	T	T
ABCF1	ENST00000468958	0.02287	0.02287	T	T
ABCG1	ENST00000398437	0.03811	0.03811	T	T
ABCG2	ENST00000237612	0.08525	0.08525	T	T
ABHD12	ENST00000471287	0.03023	0.03023	T	T
ABHD17B	ENST00000333421	0.02525	0.02525	F	T
ABHD17C	ENST00000560609	0.1404	0.1404	T	T
ABHD17C	ENST00000560609	0.1441	0.1441	F	T
ABHD2	ENST00000352732	0.001353	0.001353	T	T
ABHD2	ENST00000569411	0.01166	0.01166	F	T
ABHD3	ENST00000580477	0.0114	0.0114	T	T
ABI1	ENST00000376140	0.1101	0.1101	T	T
ABI2	ENST00000261016	0.0409	0.0409	T	T
ABI2	ENST00000261018	0.0409	0.0409	T	T
ABI2	ENST00000454023	0.104	0.104	T	T
ABI3BP	ENST00000528490	0.004264	0.004264	T	T
ABI3BP	ENST00000495063	0.01579	0.01579	T	T
ABI3BP	ENST00000497395	0.03149	0.03149	T	T
ABI3BP	ENST00000495063	0.03793	0.03793	F	T
ABLIM1	ENST00000277895	0.001154	0.001154	T	T
ABLIM1	ENST00000651023	0.01804	0.01804	T	T
ABLIM1	ENST00000369256	0.02749	0.02749	T	T
ABLIM1	ENST00000651092	0.04823	0.04823	T	T
ABLIM1	ENST00000369256	0.04947	0.04947	F	T
ABR	ENST00000570441	0.003254	0.003254	T	T
ABRA	ENST00000311955	0.03994	0.03994	T	T
