Gene_ID	TSS_ID	Distance_P_Value	CnD_P_Value	Closest_Locus	Closest_TSS
A1CF	ENST00000282641	0.0509	0.0509	T	T
A1CF	ENST00000373995	0.0509	0.0509	T	T
A1CF	ENST00000374001	0.0509	0.0509	T	T
A1CF	ENST00000395489	0.0509	0.0509	T	T
A1CF	ENST00000395495	0.0509	0.0509	T	T
A1CF	ENST00000414883	0.0509	0.0509	T	T
A2M	ENST00000318602	0.01881	0.01881	T	T
ABCA3	ENST00000567910	0.005452	0.005452	T	T
ABCC12	ENST00000311303	0.09354	0.09354	T	T
ABCF3	ENST00000292808	0.03587	0.03587	T	T
ABHD14A	ENST00000494478	0.00074	0.00074	T	T
ABHD6	ENST00000485900	0.04577	0.04577	T	T
ABI2	ENST00000422511	0.0392	0.0392	T	T
ABLIM3	ENST00000356541	0.03695	0.03695	T	T
ABLIM3	ENST00000517451	0.03695	0.03695	T	T
ACAN	ENST00000352105	0.007901	0.007901	T	T
ACAN	ENST00000559004	0.007901	0.007901	T	T
ACBD3	ENST00000366812	0.1064	0.1064	T	T
ACRBP	ENST00000536350	0.007685	0.007685	T	T
ACSL1	ENST00000515030	6e-05	6e-05	T	T
ACSM2B	ENST00000568098	0.05484	0.05484	T	T
ACTBL2	ENST00000423391	0.7564	0.7564	T	T
ACTC1	ENST00000290378	0.1018	0.1018	T	T
ACTL9	ENST00000612068	0.04795	0.04795	T	T
ACTR1A	ENST00000487599	0.00903	0.00903	T	T
ACTR3B	ENST00000397282	0.2534	0.2534	T	T
ACTR3B	ENST00000397282	0.7767	0.7767	F	T
ACTRT2	ENST00000378404	0.1977	0.1977	T	T
ACTRT2	ENST00000378404	0.2159	0.2159	F	T
ADAMTS1	ENST00000517777	0.1868	0.1868	T	T
ADAMTS17	ENST00000568565	0.08304	0.08304	T	T
ADAMTS6	ENST00000381055	0.02135	0.02135	T	T
ADAMTSL1	ENST00000276935	0.2638	0.2638	T	T
ADAR	ENST00000649724	0.2101	0.2101	T	T
ADARB1	ENST00000360697	0.06556	0.06556	T	T
ADARB2	ENST00000381305	0.09816	0.09816	T	T
ADCYAP1R1	ENST00000304166	0.03037	0.03037	T	T
ADCYAP1R1	ENST00000614107	0.03037	0.03037	T	T
ADGB	ENST00000367489	0.1281	0.1281	T	T
ADGRB1	ENST00000517894	0.01372	0.01372	T	T
ADGRB1	ENST00000643448	0.01372	0.01372	T	T
ADGRF5	ENST00000283296	0.02584	0.02584	T	T
ADGRL2	ENST00000449420	0.09982	0.09982	T	T
ADH1B	ENST00000625860	0.02273	0.02273	T	T
ADORA2B	ENST00000304222	0.08375	0.08375	T	T
ADRA1A	ENST00000519229	0.1491	0.1491	T	T
ADRA2A	ENST00000280155	0.01521	0.01521	T	T
ADRB2	ENST00000305988	0.01561	0.01561	T	T
ADRB2	ENST00000305988	0.04548	0.04548	F	T
AFDN	ENST00000366806	0.03765	0.03765	T	T
AGAP1	ENST00000402604	0.1347	0.1347	T	T
AGBL1	ENST00000614907	0.2901	0.2901	T	T
AGBL1	ENST00000614907	0.2905	0.2905	F	T
AGBL1	ENST00000614907	0.9696	0.9696	F	T
AGBL4	ENST00000334103	0.04334	0.04334	T	T
AGK	ENST00000629555	0.08586	0.08586	T	T
AGPAT5	ENST00000518327	0.009333	0.009333	T	T
AGR2	ENST00000412973	0.005469	0.005469	T	T
AIPL1	ENST00000570584	0.09939	0.09939	T	T
AJAP1	ENST00000378190	0.641	0.641	T	T
AK5	ENST00000478407	0.2397	0.2397	T	T
AKAP13	ENST00000559362	0.3979	0.3979	T	T
AKAP9	ENST00000435423	0.005673	0.005673	T	T
AKR1B1	ENST00000285930	0.01059	0.01059	T	T
ALCAM	ENST00000306107	0.5439	0.5439	T	T
ALDH1L1	ENST00000509952	0.1212	0.1212	T	T
ALG10	ENST00000266483	0.6801	0.6801	T	T
ALG10	ENST00000266483	0.8595	0.8595	F	T
ALG10B	ENST00000551464	0.03079	0.03079	T	T
ALG10B	ENST00000551464	0.06396	0.06396	F	T
ALG10B	ENST00000308742	0.1837	0.1837	F	T
ALG10B	ENST00000308742	0.1965	0.1965	F	T
ALG2	ENST00000319033	0.01736	0.01736	T	T
ALG2	ENST00000319033	0.09053	0.09053	F	T
ALOX12B	ENST00000647874	0.004745	0.004745	T	T
AMBP	ENST00000466610	0.1207	0.1207	T	T
AMDHD2	ENST00000563556	0.004756	0.004756	T	T
ANAPC5	ENST00000261819	0.01494	0.01494	T	T
ANAPC5	ENST00000261819	0.02817	0.02817	F	T
ANK3	ENST00000373827	0.02065	0.02065	T	T
ANK3	ENST00000373827	0.1563	0.1563	F	T
ANKRA2	ENST00000504641	0.01295	0.01295	T	T
ANKRD11	ENST00000642333	0.00521	0.00521	T	T
ANKRD18A	ENST00000399703	0.01685	0.01685	T	T
ANKRD18B	ENST00000465094	0.1809	0.1809	T	T
ANKRD30B	ENST00000358984	0.1942	0.1942	T	T
ANKRD30B	ENST00000665241	0.1942	0.1942	T	T
ANKRD30BL	ENST00000409867	0.01586	0.01586	T	T
ANKRD30BL	ENST00000409867	0.5611	0.5611	F	T
ANKRD36C	ENST00000295246	0.000283	0.000283	T	T
ANKS1B	ENST00000329257	0.1058	0.1058	T	T
ANO5	ENST00000324559	0.2069	0.2069	T	T
AP1B1	ENST00000415756	0.01966	0.01966	T	T
AP1S3	ENST00000446015	0.212	0.212	T	T
APAF1	ENST00000549007	0.03141	0.03141	T	T
APBB2	ENST00000295974	0.007662	0.007662	T	T
API5	ENST00000534695	0.9661	0.9661	F	T
APMAP	ENST00000451442	0.0364	0.0364	T	T
APOL5	ENST00000249044	0.02726	0.02726	T	T
APRT	ENST00000378364	0.01008	0.01008	T	T
ARC	ENST00000356613	0.1059	0.1059	T	T
ARC	ENST00000356613	0.1267	0.1267	F	T
ARHGAP12	ENST00000454919	0.4921	0.4921	T	T
ARHGAP23	ENST00000614693	0.007283	0.007283	T	T
ARHGAP25	ENST00000409202	0.0534	0.0534	T	T
ARHGAP28	ENST00000383472	0.000104	0.000104	T	T
ARHGAP35	ENST00000404338	0.03663	0.03663	T	T
ARHGAP35	ENST00000614079	0.03663	0.03663	T	T
ARHGEF18	ENST00000599752	0.002405	0.002405	T	T
ARHGEF28	ENST00000512883	0.1012	0.1012	T	T
ARHGEF28	ENST00000512883	0.1017	0.1017	F	T
ARIH1	ENST00000562891	0.03113	0.03113	T	T
ARL4C	ENST00000339728	0.2597	0.2597	T	T
ARL5B	ENST00000377275	0.3661	0.3661	T	T
ARL5B	ENST00000377275	0.3667	0.3667	F	T
ARL5B	ENST00000377275	0.3673	0.3673	F	T
ARL5B	ENST00000377275	0.3676	0.3676	F	T
ARL5B	ENST00000377275	0.3681	0.3681	F	T
ARL5B	ENST00000377275	0.3687	0.3687	F	T
ARL5B	ENST00000377275	0.3706	0.3706	F	T
ARL5B	ENST00000377275	0.3708	0.3708	F	T
ARL5B	ENST00000377275	0.3713	0.3713	F	T
ARL5B	ENST00000377275	0.3715	0.3715	F	T
ARL5B	ENST00000377275	0.3718	0.3718	F	T
ARL5B	ENST00000377275	0.3731	0.3731	F	T
ARL5B	ENST00000377275	0.374	0.374	F	T
ARL5B	ENST00000377275	0.3751	0.3751	F	T
ARL5B	ENST00000377275	0.3753	0.3753	F	T
ARL5B	ENST00000377275	0.378	0.378	F	T
ARL5B	ENST00000377275	0.3785	0.3785	F	T
ARL5B	ENST00000377275	0.3788	0.3788	F	T
ARL5B	ENST00000377275	0.3793	0.3793	F	T
ARL5B	ENST00000377275	0.381	0.381	F	T
ARL5B	ENST00000377275	0.3835	0.3835	F	T
ARL5B	ENST00000377275	0.3848	0.3848	F	T
ARL5B	ENST00000377275	0.3851	0.3851	F	T
ARL5B	ENST00000377275	0.3862	0.3862	F	T
ARL5B	ENST00000377275	0.3869	0.3869	F	T
ARL5B	ENST00000377275	0.3871	0.3871	F	T
ARL5B	ENST00000377275	0.3873	0.3873	F	T
ARL5B	ENST00000377275	0.3879	0.3879	F	T
ARL5B	ENST00000377275	0.3881	0.3881	F	T
ARL5B	ENST00000377275	0.3887	0.3887	F	T
ARMT1	ENST00000367294	0.01752	0.01752	T	T
ARPP21	ENST00000450234	0.5482	0.5482	T	T
ARRDC4	ENST00000268042	0.4725	0.4725	T	T
ARSJ	ENST00000315366	0.2391	0.2391	T	T
ARSK	ENST00000504763	0.02066	0.02066	T	T
ASAH2B	ENST00000374006	0.03783	0.03783	T	T
ASAP3	ENST00000495646	0.004328	0.004328	T	T
ASB4	ENST00000325885	0.1053	0.1053	T	T
ASCC1	ENST00000525286	0.006551	0.006551	T	T
ASCC2	ENST00000542393	0.03843	0.03843	T	T
ASIC2	ENST00000225823	0.3528	0.3528	T	T
ASPH	ENST00000445642	0.02807	0.02807	T	T
ASPH	ENST00000519264	0.1807	0.1807	T	T
ASTN1	ENST00000424564	0.04378	0.04378	T	T
ASTN2	ENST00000361209	0.07456	0.07456	T	T
ATAD2B	ENST00000381024	0.1201	0.1201	T	T
ATAD3A	ENST00000400830	0.01359	0.01359	T	T
ATAD3A	ENST00000400830	0.01405	0.01405	F	T
ATAD3A	ENST00000400830	0.01447	0.01447	F	T
ATP23	ENST00000300145	0.0503	0.0503	T	T
ATP2B2	ENST00000467702	0.03085	0.03085	T	T
ATP6V1D	ENST00000553408	0.04339	0.04339	T	T
ATXN1	ENST00000642969	0.2226	0.2226	T	T
ATXN2	ENST00000389154	0.0155	0.0155	T	T
ATXN2L	ENST00000566946	0.000395	0.000395	T	T
ATXN7L1	ENST00000472195	0.1005	0.1005	T	T
AUTS2	ENST00000644939	0.0129	0.0129	T	T
AUTS2	ENST00000644939	0.7303	0.7303	F	T
AXIN2	ENST00000307078	0.000373	0.000373	T	T
B3GALT1	ENST00000392690	0.05854	0.05854	T	T
B3GALT1	ENST00000392690	0.1113	0.1113	F	T
B3GALT1	ENST00000392690	0.328	0.328	F	T
B3GALT2	ENST00000367434	0.3283	0.3283	F	T
B3GAT1	ENST00000312527	0.0465	0.0465	T	T
B3GNT3	ENST00000595387	0.003923	0.003923	T	T
B3GNT5	ENST00000481531	0.001834	0.001834	T	T
B4GALNT4	ENST00000329962	0.01761	0.01761	T	T
BABAM2	ENST00000436924	0.001437	0.001437	T	T
BAIAP2L1	ENST00000005260	0.03362	0.03362	T	T
BAK1	ENST00000374467	0.0275	0.0275	T	T
BARD1	ENST00000260947	0.06801	0.06801	T	T
BARD1	ENST00000613706	0.06801	0.06801	T	T
BBOX1	ENST00000525090	0.01169	0.01169	T	T
BCAS3	ENST00000408905	0.1983	0.1983	T	T
BCAS3	ENST00000588462	0.1983	0.1983	T	T
